"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","hgnc_symbol","entrezgene_id"
"17","ENSG00000155307",313.756737012096,-2.54702060100261,0.289077678621026,5.68778051331824e-20,4.38895910433581e-17,"SAMSN1",64092
"18","ENSG00000204965",169.97780403138,-2.30723764608394,0.262297096183045,6.95103322288584e-20,4.98313758156981e-17,"PCDHA5",56143
"19","ENSG00000106772",2249.74541529246,-0.635538198625512,0.0724773878574694,7.59740445429153e-20,4.98313758156981e-17,"PRUNE2",158471
"20","ENSG00000099994",1864.92567993804,-1.22670480174701,0.139542805869366,7.26151881471959e-20,4.98313758156981e-17,"SUSD2",56241
"21","ENSG00000175426",8626.15212698741,-0.807329860552312,0.0941124446138368,4.82455956071292e-19,3.01374153892533e-16,"PCSK1",5122
"22","ENSG00000180787",60.9665127113072,-5.04760240634651,0.592491512211018,2.54598857400838e-18,1.51810355062918e-15,"ZFP3",124961
"23","ENSG00000131398",2605.13739522127,-0.672491712893024,0.08013676023931,2.67085424862891e-18,1.52331591450061e-15,"KCNC3",3748
"24","ENSG00000196090",5535.63684176009,0.659445898284192,0.0790607359692934,4.33275620296189e-18,2.36821232793558e-15,"PTPRT",11122
"25","ENSG00000204131",961.621952214818,-1.33049156547991,0.173143313262866,7.28120864237748e-16,3.82059579882831e-13,"NHSL2",340527
"26","ENSG00000188803",10414.3443752455,-0.573109667209337,0.0749546240822443,1.1178270191187e-15,5.63986724492276e-13,"SHISA6",388336
"27","ENSG00000259663",790.603166707192,-1.06785150425979,0.140342936467867,1.37199508064252e-15,6.665863506618e-13,"ISL1-DT",642366
"28","ENSG00000185742",917.94271084621,-1.19824132654119,0.160032958021139,1.8953558247319e-15,8.87974203886897e-13,"C11orf87",399947
"29","ENSG00000119508",5160.44268120913,0.448296798520791,0.0590988736092119,1.99884961031366e-15,9.04169282348091e-13,"NR4A3",8013
"30","ENSG00000146555",6805.21498735873,-0.459339244566208,0.0605234959886115,2.11031165487268e-15,9.22768942953992e-13,"SDK1",221935
"31","ENSG00000136247",1351.35729333829,-0.656640389998279,0.0871321180761073,2.53217900702657e-15,1.07152013594112e-12,"ZDHHC4",55146
"32","ENSG00000176485",2461.10307054783,-0.83367791993364,0.11438501051819,1.56578781448285e-14,6.41875142199563e-12,"PLAAT3",11145
"33","ENSG00000242419",4814.85484961197,-0.389164419047139,0.0532266877262216,1.71194534774681e-14,6.80524214295232e-12,"PCDHGC4",56098
"34","ENSG00000070601",879.330164915371,-1.42427060462633,0.197830291624144,2.87374244300818e-14,1.10875745198180e-11,"FRMPD1",22844
"35","ENSG00000144481",789.021801772146,-0.787553597569781,0.110787118891099,5.56277693490131e-14,2.08492879520101e-11,"TRPM8",79054
"36","ENSG00000111962",605.628523334611,-1.5136562712629,0.213699129306344,6.78279588591088e-14,2.47157545642719e-11,"UST",10090
"37","ENSG00000076344",1220.89130270016,-0.852972737373703,0.120752225330647,8.17585239601931e-14,2.89867112786436e-11,"RGS11",8786
"38","ENSG00000132718",34208.8512484569,-0.225491120314296,0.0317673705089009,1.38763753307794e-13,4.79027083129381e-11,"SYT11",23208
"39","ENSG00000039560",33401.0257589568,-0.269681980544082,0.0381040889358159,1.51037436389372e-13,5.08027971937379e-11,"RAI14",26064
"40","ENSG00000166963",42286.9752521024,-0.251713280304414,0.035702578377729,2.16557038975388e-13,7.10198809319786e-11,"MAP1A",4130
"41","ENSG00000188869",147.957957741659,-2.33672674174611,0.338721182177288,3.12023776077081e-13,9.98323876726623e-11,"TMC3",342125
"42","ENSG00000187688",460.747388213002,-1.29244498525938,0.188449453605658,3.24057108796715e-13,1.01213836980841e-10,"TRPV2",51393
"43","ENSG00000168016",877.269126008799,-0.782419342216062,0.114212740066521,3.53028190998765e-13,1.07698228128414e-10,"TRANK1",9881
"44","ENSG00000166573",716.773634832335,-0.982064336481327,0.143605250128661,3.72660150584832e-13,1.11103542167542e-10,"GALR1",2587
"45","ENSG00000118971",5737.01548789951,-0.602139394189241,0.0884130511466474,4.86201156337714e-13,1.41733039307514e-10,"CCND2",894
"46","ENSG00000197747",679.86299457522,-1.44654634773473,0.213797899893713,6.09059524975106e-13,1.69992401034541e-10,"S100A10",6281
"47","ENSG00000251129",176.57407721413,-1.9275624228584,0.28502840295628,5.96524143733426e-13,1.69992401034541e-10,"LINC02506",NA
"48","ENSG00000152818",3145.51551564984,-0.656226590410066,0.0968644837845379,6.30771523181235e-13,1.72384600856072e-10,"UTRN",7402
"49","ENSG00000116977",691.929958591431,-0.842922710718957,0.1248219300745,6.76219576891243e-13,1.81033641013456e-10,"LGALS8",3964
"50","ENSG00000186635",905.2164846288,-0.76225826089439,0.112974033687621,7.54796520853867e-13,1.98028415211221e-10,"ARAP1",116985
"51","ENSG00000147488",2688.22298959791,-0.680448532807568,0.101821229417058,1.16120010060955e-12,2.98678880780316e-10,"ST18",9705
"52","ENSG00000152128",2908.69535092185,0.802618594568079,0.120538792152673,1.38568094905975e-12,3.49564667110881e-10,"TMEM163",81615
"53","ENSG00000015133",4871.31369387242,-0.483584565154849,0.0728265624483045,1.76832025725979e-12,4.37675945938375e-10,"CCDC88C",440193
"54","ENSG00000168779",179.760231755747,-1.69273770931961,0.256283531820817,1.93576998771676e-12,4.61698739979427e-10,"SHOX2",6474
"55","ENSG00000166676",890.400836832772,-0.731723449775473,0.110742622300699,1.92531106501168e-12,4.61698739979427e-10,"TVP23A",780776
"56","ENSG00000169213",37668.7608949331,-0.496141439073804,0.0755710651420962,2.57434904635797e-12,6.03041264109355e-10,"RAB3B",5865
"57","ENSG00000198785",8843.25100407587,0.605052205934422,0.0929236075948089,3.90588216051897e-12,8.98901090906804e-10,"GRIN3A",116443
"58","ENSG00000233670",785.264381870532,-1.18018765814749,0.1842077971258,6.91050023836508e-12,1.56296451942885e-09,"PIRT",644139
"59","ENSG00000013364",534.750973605241,-1.22955456798013,0.192134686809663,7.33926758673361e-12,1.6318052915724e-09,"MVP",9961
"60","ENSG00000187514",41388.1233435242,0.226594714864975,0.0347206885886373,1.14630695024898e-11,2.50620909556101e-09,"PTMA",5757
"61","ENSG00000250337",2943.40407612698,-0.482963791953627,0.0768376807877466,1.34030703720824e-11,2.88231929739306e-09,"PURPL",643401
"62","ENSG00000113580",1325.46392487915,-0.854827026635541,0.135701283074314,1.45892826996346e-11,3.08680984602915e-09,"NR3C1",2908
"63","ENSG00000131016",16903.716954668,-0.305998031983078,0.0483902548367671,2.01832482861852e-11,4.20260080981234e-09,"AKAP12",9590
"64","ENSG00000198216",3482.55960240182,-0.749231236743119,0.119998076539936,2.0574559301396e-11,4.21714170180802e-09,"CACNA1E",777
"65","ENSG00000230989",32893.6886468249,0.209941271960501,0.0324970973920623,2.34741869030009e-11,4.73745205836256e-09,"HSBP1",3281
"66","ENSG00000166845",449.500572644161,-1.07296962793104,0.172741335756253,2.39190764746373e-11,4.75409765445896e-09,"C18orf54",162681
"67","ENSG00000063015",3755.14555942748,-0.361786978087432,0.0577346824509327,2.88215412438231e-11,5.64299967218614e-09,"SEZ6",124925
"68","ENSG00000137266",8231.46039338693,-0.458201361680744,0.0743860931363852,4.14558543826223e-11,7.99732202634176e-09,"SLC22A23",63027
"69","ENSG00000173114",7119.46390070444,0.420629367702417,0.0681614708291163,4.32875412947939e-11,8.22965169137835e-09,"LRRN3",54674
"70","ENSG00000118257",4757.499223722,-0.502478132703039,0.0821379654093123,5.11400779891474e-11,9.58365061516622e-09,"NRP2",8828
"71","ENSG00000127124",5376.91708964026,-0.305661531158537,0.0496219910355454,5.45256381332164e-11,1.00741876201624e-08,"HIVEP3",59269
"72","ENSG00000134940",148.653210515506,-1.67797242216573,0.276585551318857,5.98140691240495e-11,1.08977910940178e-08,"ACRV1",56
"73","ENSG00000144550",2312.9146259041,-0.603839646844879,0.0993874221405052,6.25024510228517e-11,1.12316048290105e-08,"CPNE9",151835
"74","ENSG00000157570",7614.33228457674,-0.335425098591989,0.0547736163211209,7.03863302444267e-11,1.2477403785762e-08,"TSPAN18",90139
"75","ENSG00000105143",1370.71158226648,0.675974182790807,0.111958952885205,7.92047399042141e-11,1.38534370408464e-08,"SLC1A6",6511
"76","ENSG00000173821",998.533420684912,-0.794641999257081,0.131981738844527,8.20080511464624e-11,1.41550212492012e-08,"RNF213",57674
"77","ENSG00000118557",2648.11749859914,-0.4681178731191,0.0774771431804709,8.56358968756236e-11,1.45892427949926e-08,"PMFBP1",83449
"78","ENSG00000080854",13167.3862076981,-0.247711124487423,0.0409291717802676,9.21678538635711e-11,1.55007423972093e-08,"IGSF9B",22997
"79","ENSG00000165731",12471.1249983944,-0.4274608481703,0.0710726724260732,9.43922893158708e-11,1.56738993828556e-08,"RET",5979
"80","ENSG00000277443",40190.6831143954,0.197673754214754,0.0321370968698317,1.05614690582341e-10,1.73181688882394e-08,"MARCKS",4082
"81","ENSG00000197969",9488.84209695498,-0.334865246815525,0.0557773503947587,1.30123957092139e-10,2.08166593796912e-08,"VPS13A",23230
"82","ENSG00000169856",6389.88660975988,-0.279817844978293,0.0463333558169706,1.28935582351347e-10,2.08166593796912e-08,"ONECUT1",3175
"83","ENSG00000149782",1486.35599619511,-0.612080894539304,0.103538832056045,1.74477306818597e-10,2.75758230222453e-08,"PLCB3",5331
"84","ENSG00000151615",6612.31041951978,0.387818329436496,0.0654305770468914,1.78106389289417e-10,2.78142811273639e-08,"POU4F2",5458
"85","ENSG00000134215",3678.39883768428,0.444217877618724,0.0754967795179142,2.30480233033952e-10,3.55698787875221e-08,"VAV3",10451
"86","ENSG00000112232",2213.82094695736,0.427903796146624,0.072721619203782,2.44949169272172e-10,3.69338299139351e-08,"KHDRBS2",202559
"87","ENSG00000184497",169.558866780437,-1.87808759160399,0.320844021641658,2.42761293342493e-10,3.69338299139351e-08,"TMEM255B",348013
"88","ENSG00000170776",5822.17013141675,-0.339181592566709,0.057500257728874,2.48459833398895e-10,3.70374556196216e-08,"AKAP13",11214
"89","ENSG00000144642",7987.85898111826,-0.295056461868008,0.0499880880573341,2.86400900126577e-10,4.22135618860723e-08,"RBMS3",27303
"90","ENSG00000083857",7300.79493022634,-0.372928169423897,0.0626099274344451,3.37873441057881e-10,4.92469311088586e-08,"FAT1",2195
"91","ENSG00000120885",4133.83674661432,-0.699890775537069,0.120908381995507,3.47978890630299e-10,5.01624954647062e-08,"CLU",1191
"92","ENSG00000173706",1372.26801808256,-0.7406009291768,0.128814691464332,4.29289798011821e-10,6.05083602443334e-08,"HEG1",57493
"93","ENSG00000164056",1658.23071971275,0.542889215669903,0.0941783217692873,4.33586359427301e-10,6.05083602443334e-08,"SPRY1",10252
"94","ENSG00000166888",521.436946115392,-1.12991510790041,0.196656927023402,4.26643910175935e-10,6.05083602443334e-08,"STAT6",6778
"95","ENSG00000290555",765.339417843145,0.827200544338985,0.144625535829763,4.94609085895889e-10,6.82977051450765e-08,"LINC00680",106660612
"96","ENSG00000135312",1136.43788985556,-0.582165070275655,0.101713883425008,5.30327069757836e-10,7.24669843862843e-08,"HTR1B",3351
"97","ENSG00000034510",71022.1455635997,0.202174185119592,0.0348587472057969,7.58392182998946e-10,1.02562769655466e-07,"TMSB10",9168
"98","ENSG00000132386",107.474407839901,-2.37974795272019,0.420771584342747,8.23117944672883e-10,1.10180216308356e-07,"SERPINF1",5176
"99","ENSG00000164318",965.666569536238,-1.82770383049774,0.32670327498571,9.33395708753367e-10,1.23679645529562e-07,"EGFLAM",133584
"100","ENSG00000250467",191.607380968783,-1.49933091214789,0.268437661442687,1.05289592455045e-09,1.35410673904439e-07,"PHOX2B-AS1",105374425
"101","ENSG00000180660",11671.981013658,0.368941050988862,0.0653191890357833,1.05276800052028e-09,1.35410673904439e-07,"MAB21L1",4081
"102","ENSG00000166482",263.109183920943,-1.65417474007362,0.29617323599451,1.04640923730315e-09,1.35410673904439e-07,"MFAP4",4239
"103","ENSG00000113430",393.458190490162,1.70008347826065,0.305168656531775,1.119068946543e-09,1.42523751851952e-07,"IRX4",50805
"104","ENSG00000157168",6545.52878730832,-0.355385790003193,0.0632264382075166,1.13651421631359e-09,1.42756014933833e-07,"NRG1",3084
"105","ENSG00000135406",3814.78127172515,-1.26923896864253,0.230039892394115,1.14265753682364e-09,1.42756014933833e-07,"PRPH",5630
"106","ENSG00000128805",554.789752536344,-0.955253250187814,0.171485479731488,1.18166893090501e-09,1.4620913938295e-07,"ARHGAP22",58504
"107","ENSG00000132793",484.513976784516,-1.10444103079936,0.198453830953121,1.19258865024971e-09,1.4620913938295e-07,"LPIN3",64900
"108","ENSG00000078725",15348.2641054341,0.466212078028837,0.0834856553347412,1.29532512990926e-09,1.57334028279163e-07,"BRINP1",1620
"109","ENSG00000132437",552.569050875372,-1.06459974781753,0.192155160797429,1.39267407195199e-09,1.67606408035469e-07,"DDC",1644
"110","ENSG00000262484",303.95346207164,-1.23294045155464,0.223392743624607,1.53001405504828e-09,1.82461130673848e-07,"CCER2",643669
"111","ENSG00000140836",3590.06016125418,-0.360090135414348,0.0647193021506548,1.71082918573869e-09,2.02186101428109e-07,"ZFHX3",463
"112","ENSG00000152495",6913.43890111638,-0.319231028870097,0.0572520433721088,1.76889898481695e-09,2.07182293596686e-07,"CAMK4",814
"113","ENSG00000073670",7223.99046239776,-0.334348336541292,0.0600452877276524,1.95045214742048e-09,2.26425055485504e-07,"ADAM11",4185
"114","ENSG00000130477",23420.1298486672,-0.202860681344726,0.0357062922480526,2.08727187602666e-09,2.40182740962436e-07,"UNC13A",23025
"115","ENSG00000243449",1026.94031248494,0.667357453069145,0.121807668414758,2.1992609102707e-09,2.50868735834182e-07,"NICOL1",401115
"116","ENSG00000067057",4397.93473324265,-0.433225778978163,0.0783153908208117,2.29627303347552e-09,2.59676807354585e-07,"PFKP",5214
"117","ENSG00000148408",11906.8211019085,-0.396722984097049,0.0722466849488533,2.3618557184728e-09,2.6481045568313e-07,"CACNA1B",774
"118","ENSG00000134986",61936.2247713676,0.382686813181236,0.0691892141589467,2.86694997610085e-09,3.18717371071957e-07,"NREP",9315
"119","ENSG00000119862",7793.73764495239,0.31034890617718,0.0565849623757672,3.21555487293056e-09,3.54467637168934e-07,"LGALSL",29094
"120","ENSG00000147459",351.607251678183,-0.899431040352707,0.1696194717552,5.1869308033448e-09,5.67017985652309e-07,"DOCK5",80005
"121","ENSG00000119042",2097.50928266868,-0.600060121375867,0.113716814820038,6.43346599363049e-09,6.97472784334255e-07,"SATB2",23314
"122","ENSG00000180592",3719.73074879442,0.347422492122909,0.065346452411508,6.90910205206835e-09,7.42898366549447e-07,"SKIDA1",387640
"123","ENSG00000189060",14126.1239884802,-0.246336352407837,0.0476132930880914,7.21038138602135e-09,7.68990105868521e-07,"H1-0",3005
"124","ENSG00000203485",971.214240163762,-0.639645317913753,0.121782642493978,7.30236528390029e-09,7.72519578985517e-07,"INF2",64423
"125","ENSG00000169918",3321.54813929405,-0.37931739501256,0.0718355706279128,8.05394226546207e-09,8.45212917106651e-07,"OTUD7A",161725
"126","ENSG00000144406",4755.72931704752,-0.477588731088572,0.0912247479537647,8.85729099784246e-09,9.2214240721982e-07,"UNC80",285175
"127","ENSG00000119630",296.8934208889,-1.33786879458082,0.257894887671202,9.27842203347571e-09,9.58380631772712e-07,"PGF",5228
"128","ENSG00000150625",32814.0667079023,0.27302628078709,0.0516085730578864,9.50529840542338e-09,9.74144566268312e-07,"GPM6A",2823
"129","ENSG00000112852",4271.4539619887,0.388595876578875,0.0739111104814144,9.67965414723513e-09,9.84323279871553e-07,"PCDHB2",56133
"130","ENSG00000112246",658.903341348279,-0.901057823670561,0.172558727934797,9.80860030037548e-09,9.89763221079427e-07,"SIM1",6492
"131","ENSG00000113296",711.379115148566,-0.807531132678855,0.155902977101256,1.00094830822116e-08,1.00232365704161e-06,"THBS4",7060
"132","ENSG00000170577",258.292317086122,-1.61402579263733,0.311886171600374,1.00986500939434e-08,1.0035916055481e-06,"SIX2",10736
"133","ENSG00000152926",695.283595445969,0.746418062041315,0.143813112296644,1.02556075348216e-08,1.01152676422399e-06,"ZNF117",51351
"134","ENSG00000152926",695.283595445969,0.746418062041315,0.143813112296644,1.02556075348216e-08,1.01152676422399e-06,"ZNF117",109504726
"135","ENSG00000166006",4292.64129594037,-0.430070023908193,0.0824462323333369,1.05775958714706e-08,1.0354992734474e-06,"KCNC2",3747
"136","ENSG00000148948",5907.88204474496,0.298235786194405,0.0566573296624431,1.10061403482377e-08,1.06947073398653e-06,"LRRC4C",57689
"137","ENSG00000162636",3813.98331965199,-0.418102441624156,0.0798438184990139,1.13493581139914e-08,1.09471235102456e-06,"EEIG2",284611
"138","ENSG00000157110",590.83772621601,-0.717158333689596,0.138991298032069,1.15266768226426e-08,1.10370033984982e-06,"RBPMS",11030
"139","ENSG00000120708",236.958288256999,-1.2174350346297,0.236884463899614,1.21081331038659e-08,1.14269417306844e-06,"TGFBI",7045
"140","ENSG00000074803",309.931634759832,-0.922856949433272,0.1792884017205,1.20426402169396e-08,1.14269417306844e-06,"SLC12A1",6557
"141","ENSG00000168917",2684.60901055475,-0.464592097196461,0.0897869197909146,1.35593335122591e-08,1.27050955009868e-06,"SLC35G2",80723
"142","ENSG00000166250",3763.31932405777,0.579689558347085,0.112753245193801,1.37857255642214e-08,1.28256133298906e-06,"CLMP",79827
"143","ENSG00000144730",5145.08657223168,0.330324319386957,0.0635369437065067,1.45614769341648e-08,1.34519334100264e-06,"IL17RD",54756
"144","ENSG00000008311",1849.60441348582,-0.733487673514772,0.143656826342147,1.50707635138057e-08,1.38250542499373e-06,"AASS",10157
"145","ENSG00000177519",15402.2781150635,0.321074936593596,0.0623177411942055,1.63228643035896e-08,1.47919883139744e-06,"RPRM",56475
"146","ENSG00000137726",17339.6463801422,0.293318935684814,0.0564542565195057,1.6350345369159e-08,1.47919883139744e-06,"FXYD6",53826
"147","ENSG00000178773",2432.03733001314,-0.370224949292222,0.0720829215042286,1.68503424824748e-08,1.51399173071989e-06,"CPNE7",27132
"148","ENSG00000272398",68097.4484752772,0.263140342133309,0.0509772692559604,2.08999888425751e-08,1.86507519480885e-06,"CD24",100133941
"149","ENSG00000145920",38421.5450706433,-0.349485445552792,0.0683246222391975,2.12729390425858e-08,1.88552982676108e-06,"CPLX2",10814
"150","ENSG00000198478",14962.4635208863,-0.311125524147044,0.0611755760304116,2.16094407729736e-08,1.90250096684475e-06,"SH3BGRL2",83699
"151","ENSG00000134308",102160.41358889,0.156310305334466,0.0298705637754246,2.20898078582799e-08,1.93182732989944e-06,"YWHAQ",10971
"152","ENSG00000120875",17185.7212434763,0.218722561172178,0.0420341423413403,2.28694848891372e-08,1.97369672878751e-06,"DUSP4",1846
"153","ENSG00000184524",4439.61048985634,-0.32294768470227,0.063356642999795,2.27899853053953e-08,1.97369672878751e-06,"CEND1",51286
"154","ENSG00000159556",230.292469114248,-1.09670541265977,0.218995236795467,2.43293528313392e-08,2.08596372837587e-06,"ISL2",64843
"155","ENSG00000135144",6805.60979541376,0.299808947483341,0.0588703492597315,2.46807165640589e-08,2.10234831095665e-06,"DTX1",1840
"156","ENSG00000143995",665.824059293126,0.637214522829798,0.127159170335267,2.65437487182476e-08,2.2464573915224e-06,"MEIS1",4211
"157","ENSG00000171914",8856.79567772483,-0.279227699783932,0.0547605788290469,2.71748050498119e-08,2.28512238873995e-06,"TLN2",83660
"158","ENSG00000115297",112.905096561723,-2.21599248647132,0.443125973940981,2.95361456699252e-08,2.46786725412789e-06,"TLX2",3196
"159","ENSG00000117632",79808.0468217275,0.185382152607441,0.0359301039240691,3.06017569836393e-08,2.54072055766697e-06,"STMN1",3925
"160","ENSG00000102024",612.321210067587,-1.27513657315142,0.257352834585009,3.10069868231308e-08,2.55817391915616e-06,"PLS3",5358
"161","ENSG00000198963",177.853489516703,-2.26088507431323,0.457492536686383,3.22958863111263e-08,2.64785897893347e-06,"RORB",6096
"162","ENSG00000116254",17119.9873363999,-0.212629428136049,0.0414319511860739,3.35399506877031e-08,2.73277685168502e-06,"CHD5",26038
"163","ENSG00000135472",4991.85431876157,-0.277511394341443,0.0549137571598114,3.41849227162888e-08,2.76813466785356e-06,"FAIM2",23017
"164","ENSG00000112038",433.991389273109,-0.779943156999319,0.157906371058135,3.53043995254054e-08,2.84124609186667e-06,"OPRM1",4988
"165","ENSG00000075891",1764.47291607449,0.697678300002106,0.140653003191936,3.55551722224483e-08,2.84398017813461e-06,"PAX2",5076
"166","ENSG00000196569",534.516230083695,-0.774470848403752,0.157224327538829,3.77061037474175e-08,2.99774950884014e-06,"LAMA2",3908
"167","ENSG00000105976",342.178869367949,-1.27210678699938,0.260157297185944,4.30156130917047e-08,3.39926995504206e-06,"MET",4233
"168","ENSG00000203685",3587.43364341629,-0.937231613010429,0.192220111558322,4.73717867272057e-08,3.72109639693104e-06,"STUM",375057
"169","ENSG00000160691",6713.76245554468,-0.332627666222334,0.0673049398756313,4.96106878536163e-08,3.85084617315822e-06,"SHC1",6464
"170","ENSG00000112419",1431.85203051758,-0.511146424153449,0.104374348487077,4.93908499237604e-08,3.85084617315822e-06,"PHACTR2",9749
"171","ENSG00000128536",1480.2924112155,-0.47838135664777,0.0981683276368096,5.80043199449066e-08,4.47588628845461e-06,"CDHR3",222256
"172","ENSG00000154678",7626.33726571107,-0.281370979044875,0.0570044707501434,6.162676356317e-08,4.72760166328459e-06,"PDE1C",5137
"173","ENSG00000198626",3576.44929891281,-0.522495320169709,0.108856131792581,8.06199291090144e-08,6.04648158163544e-06,"RYR2",6262
"174","ENSG00000152253",118.453422387297,-1.73262086210776,0.362897600333433,8.03788069702548e-08,6.04648158163544e-06,"SPC25",57405
"175","ENSG00000157087",3262.24403738729,-0.313958406215914,0.0646068216431115,8.06627745682423e-08,6.04648158163544e-06,"ATP2B2",491
"176","ENSG00000172461",2109.67031174874,0.475465004660683,0.0988937719386117,8.02263943784082e-08,6.04648158163544e-06,"FUT9",10690
"177","ENSG00000130702",7486.3101504062,-0.347629997712472,0.0718660176402039,8.27573903874314e-08,6.16824685853594e-06,"LAMA5",3911
"178","ENSG00000079691",644.559339681031,-0.615279614973313,0.12907028137158,8.91872599692964e-08,6.60993489422164e-06,"CARMIL1",55604
"179","ENSG00000143013",6813.13879016053,0.380418469945065,0.0792793149913153,9.81364773003658e-08,7.20007702191986e-06,"LMO4",8543
"180","ENSG00000163041",15546.1444368198,0.226505979245547,0.0466761407069668,9.92473357112161e-08,7.20007702191986e-06,"H3-3A",3020
"181","ENSG00000271474",613.739307813333,0.614608634075201,0.129446852847675,9.90263715050119e-08,7.20007702191986e-06,"UNC5C-AS1",NA
"182","ENSG00000166582",5190.49555413953,0.254301209572891,0.052094629699495,9.93454749937105e-08,7.20007702191986e-06,"CENPV",201161
"183","ENSG00000164853",4862.85869552299,0.405289515583056,0.0846971338450756,1.00146591854658e-07,7.21825819752419e-06,"UNCX",340260
"184","ENSG00000120616",6172.64310375408,0.254670386023142,0.0523573689429239,1.02507215240334e-07,7.34803087170878e-06,"EPC1",80314
"185","ENSG00000064763",339.841891676733,-1.44130085714672,0.307074948574773,1.1324521440009e-07,8.07364523098033e-06,"FAR2",55711
"186","ENSG00000065833",1137.85694278118,-0.608891857687507,0.128833711003626,1.16967603070142e-07,8.2939514436439e-06,"ME1",4199
"187","ENSG00000168843",6489.27124585269,0.27692983254912,0.057759806618762,1.21799341020394e-07,8.54419120591191e-06,"FSTL5",56884
"188","ENSG00000042832",117.338765977399,-1.7760625016469,0.378634800698629,1.21559657628805e-07,8.54419120591191e-06,"TG",7038
"189","ENSG00000182621",10354.483774307,-0.268850342393881,0.0558932512096499,1.25333118292746e-07,8.74531832853322e-06,"PLCB1",23236
"190","ENSG00000185477",24387.0547783599,-0.205761279279323,0.0425109342363897,1.41069329751738e-07,9.79125644276881e-06,"GPRIN3",285513
"191","ENSG00000170561",18337.0069267967,0.19941623591858,0.0420916544676463,1.58538749973498e-07,1.09458490639597e-05,"IRX2",153572
"192","ENSG00000123643",6081.82638352088,-0.233651030533148,0.0488030969029164,1.63636200692222e-07,1.11801025035446e-05,"SLC36A1",206358
"193","ENSG00000182287",9218.95288248983,0.231063880401451,0.0482525131618191,1.63236653043884e-07,1.11801025035446e-05,"AP1S2",8905
"194","ENSG00000162490",5241.88427225246,0.503427523127938,0.109021781667526,2.03322702415016e-07,1.38196228511927e-05,"DRAXIN",374946
"195","ENSG00000154736",351.978952216349,-0.847935280184449,0.185364567587409,2.0489126917586e-07,1.38544519023141e-05,"ADAMTS5",11096
"196","ENSG00000122359",161.574554081139,-1.23075732452064,0.270966261010424,2.39293784262178e-07,1.60977223689808e-05,"ANXA11",311
"197","ENSG00000163104",14078.1735743859,0.185992843347846,0.0389698355759209,2.45006165800369e-07,1.63979126682104e-05,"SMARCAD1",56916
"198","ENSG00000183780",303.478789219722,-1.07597370224094,0.237949316356283,2.60320292380635e-07,1.73344243423816e-05,"SLC35F3",148641
"199","ENSG00000154553",132.226421314258,-1.6743621382589,0.370574374524271,2.62691724687526e-07,1.74039901234897e-05,"PDLIM3",27295
"200","ENSG00000151693",3202.62244061153,0.370424193563912,0.080959339899742,2.7983630957913e-07,1.84466970304474e-05,"ASAP2",8853
"201","ENSG00000105855",3265.51047052599,-0.372235647208868,0.0817010859903586,3.15650962278326e-07,2.07035466158354e-05,"ITGB8",3696
"202","ENSG00000273079",1969.92152259657,0.632976664588302,0.140914941125632,3.38931790875355e-07,2.2119936481109e-05,"GRIN2B",2904
