chr	start	end
chr1	11235000.0	11245000.0
chr1	11235000.0	11245000.0
chr1	11140000.0	11145000.0
chr1	155275000.0	155280000.0
chr1	155275000.0	155295000.0
chr1	155275000.0	155285000.0
chr1	155305000.0	155370000.0
chr1	155305000.0	155370000.0
chr1	155245000.0	155260000.0
chr1	108845000.0	108850000.0
chr1	108690000.0	108695000.0
chr1	112805000.0	112810000.0
chr1	112710000.0	112720000.0
chr1	112710000.0	112720000.0
chr1	203475000.0	203525000.0
chr1	203325000.0	203335000.0
chr1	203590000.0	203600000.0
chr1	147540000.0	147545000.0
chr1	147540000.0	147545000.0
chr1	147540000.0	147545000.0
chr1	147540000.0	147545000.0
chr1	27390000.0	27395000.0
chr1	27295000.0	27305000.0
chr1	27295000.0	27325000.0
chr1	27345000.0	27350000.0
chr1	27295000.0	27325000.0
chr1	28255000.0	28260000.0
chr1	225480000.0	225485000.0
chr1	225465000.0	225495000.0
chr1	225645000.0	225655000.0
chr1	225550000.0	225565000.0
chr1	109095000.0	109110000.0
chr1	109095000.0	109110000.0
chr1	109095000.0	109110000.0
chr1	109070000.0	109075000.0
chr1	109100000.0	109110000.0
chr1	109100000.0	109110000.0
chr1	109085000.0	109115000.0
chr1	109085000.0	109115000.0
chr1	109085000.0	109115000.0
chr1	109085000.0	109115000.0
chr1	109135000.0	109140000.0
chr1	109085000.0	109115000.0
chr1	109085000.0	109140000.0
chr1	109085000.0	109140000.0
chr1	109040000.0	109045000.0
chr1	109085000.0	109140000.0
chr1	109085000.0	109140000.0
chr1	109085000.0	109140000.0
chr1	109085000.0	109140000.0
chr1	109100000.0	109105000.0
chr1	109250000.0	109255000.0
chr1	109280000.0	109285000.0
chr1	109210000.0	109215000.0
chr1	109075000.0	109115000.0
chr1	109075000.0	109115000.0
chr1	109075000.0	109115000.0
chr1	109075000.0	109115000.0
chr1	109095000.0	109115000.0
chr1	109095000.0	109115000.0
chr1	109095000.0	109115000.0
chr1	5990000.0	5995000.0
chr1	6040000.0	6055000.0
chr1	6040000.0	6055000.0
chr1	6050000.0	6075000.0
chr1	6050000.0	6075000.0
chr1	6050000.0	6075000.0
chr1	154550000.0	154570000.0
chr1	154550000.0	154570000.0
chr1	154955000.0	154970000.0
chr1	154955000.0	154970000.0
chr1	154550000.0	154570000.0
chr1	154550000.0	154570000.0
chr1	154550000.0	154570000.0
chr1	154550000.0	154570000.0
chr1	154955000.0	154970000.0
chr1	154955000.0	154970000.0
chr1	154550000.0	154560000.0
chr1	154550000.0	154560000.0
chr1	154550000.0	154560000.0
chr1	154550000.0	154560000.0
chr1	154555000.0	154560000.0
chr1	154555000.0	154560000.0
chr1	154550000.0	154570000.0
chr1	154550000.0	154570000.0
chr1	154550000.0	154570000.0
chr1	154550000.0	154570000.0
chr1	154550000.0	154570000.0
chr1	154550000.0	154570000.0
chr1	154550000.0	154570000.0
chr1	154550000.0	154570000.0
chr1	154485000.0	154490000.0
chr1	154485000.0	154490000.0
chr1	154555000.0	154560000.0
chr1	154555000.0	154560000.0
chr1	154660000.0	154710000.0
chr1	154660000.0	154710000.0
chr1	154660000.0	154710000.0
chr1	154660000.0	154710000.0
chr1	154555000.0	154570000.0
chr1	154555000.0	154570000.0
chr1	154555000.0	154560000.0
chr1	154555000.0	154560000.0
chr1	154960000.0	154965000.0
chr1	154960000.0	154965000.0
chr1	154990000.0	154995000.0
chr1	154990000.0	154995000.0
chr1	154555000.0	154565000.0
chr1	154555000.0	154565000.0
chr1	154555000.0	154565000.0
chr1	154555000.0	154565000.0
chr1	154660000.0	154730000.0
chr1	154660000.0	154730000.0
chr1	154555000.0	154565000.0
chr1	154555000.0	154565000.0
chr1	154555000.0	154565000.0
chr1	154555000.0	154565000.0
chr1	154555000.0	154570000.0
chr1	154555000.0	154570000.0
chr1	154555000.0	154570000.0
chr1	154555000.0	154570000.0
chr1	109085000.0	109090000.0
chr1	30780000.0	30845000.0
chr1	30780000.0	30845000.0
chr1	30715000.0	30720000.0
chr1	30780000.0	30845000.0
chr1	30820000.0	30825000.0
chr1	30820000.0	30830000.0
chr1	30820000.0	30830000.0
chr1	27315000.0	27325000.0
chr1	27360000.0	27370000.0
chr1	27315000.0	27325000.0
chr1	27315000.0	27320000.0
chr1	27365000.0	27370000.0
chr1	201015000.0	201025000.0
chr1	201015000.0	201025000.0
chr1	201015000.0	201025000.0
chr1	201015000.0	201025000.0
chr1	201020000.0	201025000.0
chr1	201020000.0	201025000.0
chr1	11250000.0	11360000.0
chr1	11250000.0	11360000.0
chr1	11250000.0	11360000.0
chr1	11250000.0	11360000.0
chr1	11380000.0	11395000.0
chr1	11225000.0	11265000.0
chr1	11225000.0	11265000.0
chr1	11225000.0	11265000.0
chr1	11225000.0	11265000.0
chr1	11255000.0	11280000.0
chr1	11255000.0	11280000.0
chr1	11295000.0	11345000.0
chr1	11255000.0	11280000.0
chr1	11255000.0	11280000.0
chr1	11260000.0	11265000.0
chr1	11260000.0	11275000.0
chr1	11260000.0	11275000.0
chr1	11260000.0	11265000.0
chr1	6250000.0	6265000.0
chr1	6250000.0	6265000.0
chr1	6260000.0	6265000.0
chr1	6235000.0	6265000.0
chr1	6235000.0	6265000.0
chr1	6245000.0	6265000.0
chr1	6245000.0	6265000.0
chr1	6245000.0	6265000.0
chr1	6235000.0	6265000.0
chr1	6235000.0	6265000.0
chr1	6235000.0	6265000.0
chr1	6240000.0	6265000.0
chr1	46445000.0	46455000.0
chr1	6235000.0	6245000.0
chr1	6240000.0	6260000.0
chr1	6240000.0	6260000.0
chr1	27385000.0	27395000.0
chr1	27385000.0	27395000.0
chr1	11270000.0	11275000.0
chr1	11270000.0	11275000.0
chr1	155305000.0	155310000.0
chr1	30825000.0	30830000.0
chr1	109235000.0	109290000.0
chr1	109235000.0	109290000.0
chr1	109090000.0	109095000.0
chr1	109200000.0	109205000.0
chr1	109095000.0	109100000.0
chr1	27320000.0	27325000.0
chr1	224110000.0	224120000.0
chr1	224110000.0	224120000.0
chr1	224110000.0	224115000.0
chr1	28645000.0	28660000.0
chr1	28645000.0	28660000.0
chr1	28645000.0	28650000.0
chr1	16070000.0	16080000.0
chr1	16070000.0	16075000.0
chr1	154560000.0	154570000.0
chr1	154560000.0	154570000.0
chr1	154995000.0	155000000.0
chr1	154995000.0	155000000.0
chr1	154565000.0	154570000.0
chr1	154565000.0	154570000.0
chr1	28635000.0	28655000.0
chr1	28635000.0	28655000.0
chr1	28640000.0	28645000.0
chr1	93445000.0	93450000.0
chr1	93445000.0	93450000.0
chr1	93445000.0	93450000.0
chr1	153635000.0	153640000.0
chr1	153635000.0	153640000.0
chr1	112715000.0	112720000.0
chr1	109090000.0	109095000.0
chr1	225425000.0	225430000.0
chr1	185155000.0	185160000.0
chr1	185310000.0	185320000.0
chr1	185310000.0	185320000.0
chr1	185315000.0	185320000.0
chr1	201545000.0	201550000.0
chr1	155560000.0	155565000.0
chr1	155320000.0	155325000.0
chr1	27295000.0	27305000.0
chr1	27295000.0	27300000.0
chr1	145965000.0	145970000.0
chr1	145965000.0	145970000.0
chr1	21440000.0	21445000.0
chr1	10190000.0	10200000.0
chr1	208060000.0	208100000.0
chr1	207995000.0	208030000.0
chr1	15810000.0	15825000.0
chr1	185315000.0	185320000.0
chr1	10185000.0	10190000.0
chr1	149885000.0	149890000.0
chr1	8025000.0	8030000.0
chr1	27490000.0	27495000.0
chr1	6050000.0	6055000.0
chr1	6035000.0	6055000.0
chr1	6035000.0	6065000.0
chr1	6035000.0	6065000.0
chr1	6035000.0	6065000.0
chr1	6055000.0	6060000.0
chr1	155935000.0	155940000.0
chr1	8880000.0	8885000.0
chr1	150235000.0	150240000.0
chr1	16075000.0	16080000.0
chr1	8550000.0	8565000.0
chr1	155930000.0	155935000.0
chr1	28365000.0	28370000.0
chr1	11095000.0	11100000.0
chr1	155330000.0	155350000.0
chr1	8870000.0	8875000.0
chr1	31155000.0	31160000.0
chr1	227550000.0	227555000.0
chr1	153675000.0	153690000.0
chr1	153675000.0	153690000.0
chr1	89800000.0	89820000.0
chr1	112395000.0	112400000.0
chr1	28665000.0	28670000.0
chr1	15830000.0	15850000.0
chr1	15830000.0	15850000.0
chr1	112385000.0	112395000.0
chr1	15845000.0	15850000.0
chr1	100895000.0	100900000.0
chr1	21435000.0	21440000.0
chr1	89830000.0	89835000.0
chr2	64655000.0	64660000.0
chr2	61175000.0	61180000.0
chr2	212770000.0	212775000.0
chr2	216205000.0	216210000.0
chr2	216400000.0	216405000.0
chr2	48300000.0	48305000.0
chr2	48300000.0	48305000.0
chr2	47905000.0	47910000.0
chr2	47905000.0	47910000.0
chr2	48130000.0	48135000.0
chr2	48130000.0	48135000.0
chr2	120240000.0	120245000.0
chr2	85355000.0	85360000.0
chr2	85355000.0	85360000.0
chr2	85415000.0	85420000.0
chr2	95400000.0	95405000.0
chr2	95400000.0	95405000.0
chr2	96320000.0	96325000.0
chr2	235480000.0	235485000.0
chr2	65300000.0	65305000.0
chr2	65280000.0	65285000.0
chr2	148815000.0	148820000.0
chr2	148640000.0	148660000.0
chr2	46940000.0	46945000.0
chr2	46940000.0	46945000.0
chr2	46915000.0	46920000.0
chr2	46915000.0	46920000.0
chr2	46915000.0	46920000.0
chr2	46915000.0	46920000.0
chr2	23385000.0	23390000.0
chr2	23385000.0	23390000.0
chr2	161305000.0	161310000.0
chr2	143955000.0	143960000.0
chr2	143955000.0	143960000.0
chr2	143935000.0	143960000.0
chr2	143935000.0	143960000.0
chr2	144330000.0	144335000.0
chr2	144330000.0	144335000.0
chr2	106885000.0	106890000.0
chr2	106885000.0	106890000.0
chr2	106885000.0	106890000.0
chr2	218270000.0	218275000.0
chr2	218270000.0	218275000.0
chr2	218300000.0	218305000.0
chr2	218300000.0	218305000.0
chr2	84485000.0	84525000.0
chr2	84485000.0	84525000.0
chr2	84515000.0	84520000.0
chr2	47320000.0	47370000.0
chr2	47320000.0	47370000.0
chr2	47400000.0	47410000.0
chr2	47400000.0	47410000.0
chr2	47320000.0	47370000.0
chr2	47320000.0	47370000.0
chr2	47400000.0	47410000.0
chr2	47400000.0	47410000.0
chr2	47340000.0	47345000.0
chr2	47340000.0	47345000.0
chr2	47340000.0	47350000.0
chr2	47340000.0	47350000.0
chr2	47340000.0	47350000.0
chr2	47340000.0	47350000.0
chr2	47340000.0	47350000.0
chr2	47340000.0	47350000.0
chr2	47340000.0	47350000.0
chr2	47340000.0	47350000.0
chr2	47340000.0	47345000.0
chr2	47340000.0	47345000.0
chr2	47400000.0	47405000.0
chr2	47400000.0	47405000.0
chr2	161210000.0	161260000.0
chr2	161210000.0	161260000.0
chr2	161210000.0	161260000.0
chr2	161210000.0	161260000.0
chr2	161210000.0	161260000.0
chr2	161210000.0	161260000.0
chr2	161235000.0	161250000.0
chr2	161235000.0	161250000.0
chr2	161225000.0	161250000.0
chr2	161225000.0	161250000.0
chr2	161225000.0	161250000.0
chr2	161225000.0	161250000.0
chr2	161235000.0	161260000.0
chr2	161235000.0	161260000.0
chr2	161235000.0	161260000.0
chr2	161235000.0	161260000.0
chr2	161235000.0	161240000.0
chr2	229915000.0	229930000.0
chr2	229915000.0	229930000.0
chr2	229920000.0	229925000.0
chr2	208160000.0	208195000.0
chr2	208160000.0	208195000.0
chr2	208185000.0	208195000.0
chr2	85415000.0	85440000.0
chr2	85415000.0	85440000.0
chr2	85415000.0	85440000.0
chr2	85415000.0	85420000.0
chr2	85415000.0	85430000.0
chr2	85415000.0	85430000.0
chr2	85390000.0	85445000.0
chr2	85350000.0	85355000.0
chr2	85390000.0	85445000.0
chr2	85370000.0	85375000.0
chr2	85415000.0	85425000.0
chr2	85415000.0	85425000.0
chr2	85410000.0	85440000.0
chr2	85410000.0	85440000.0
chr2	85410000.0	85440000.0
chr2	143935000.0	143950000.0
chr2	219230000.0	219235000.0
chr2	26845000.0	26850000.0
chr2	27075000.0	27080000.0
chr2	26845000.0	26855000.0
chr2	26845000.0	26855000.0
chr2	27070000.0	27075000.0
chr2	26845000.0	26850000.0
chr2	26845000.0	26850000.0
chr2	240125000.0	240265000.0
chr2	240285000.0	240325000.0
chr2	240125000.0	240265000.0
chr2	240125000.0	240265000.0
chr2	240340000.0	240355000.0
chr2	240125000.0	240265000.0
chr2	240125000.0	240265000.0
chr2	47905000.0	47910000.0
chr2	48110000.0	48115000.0
chr2	216105000.0	216125000.0
chr2	216105000.0	216125000.0
chr2	216105000.0	216110000.0
chr2	74555000.0	74560000.0
chr2	46990000.0	47020000.0
chr2	46990000.0	47020000.0
chr2	46980000.0	47020000.0
chr2	46980000.0	47020000.0
chr2	47060000.0	47080000.0
chr2	47060000.0	47080000.0
chr2	46980000.0	47020000.0
chr2	46980000.0	47020000.0
chr2	161415000.0	161420000.0
chr2	47345000.0	47350000.0
chr2	47345000.0	47350000.0
chr2	216125000.0	216140000.0
chr2	216175000.0	216185000.0
chr2	85425000.0	85435000.0
chr2	240210000.0	240245000.0
chr2	240210000.0	240245000.0
chr2	95195000.0	95205000.0
chr2	95390000.0	95395000.0
chr2	240230000.0	240250000.0
chr2	240230000.0	240250000.0
chr2	26690000.0	26695000.0
chr2	119710000.0	119750000.0
chr2	119685000.0	119695000.0
chr2	208175000.0	208180000.0
chr2	219240000.0	219245000.0
chr2	120220000.0	120225000.0
chr2	74430000.0	74445000.0
chr2	120345000.0	120350000.0
chr2	26680000.0	26685000.0
chr2	240215000.0	240220000.0
chr2	219245000.0	219250000.0
chr2	27415000.0	27420000.0
chr2	27135000.0	27140000.0
chr2	26750000.0	26755000.0
chr2	119660000.0	119670000.0
chr2	27395000.0	27400000.0
chr2	27410000.0	27415000.0
chr2	61465000.0	61470000.0
chr2	46615000.0	46620000.0
chr2	26760000.0	26770000.0
chr2	165790000.0	165795000.0
chr2	74820000.0	74825000.0
chr2	161420000.0	161425000.0
chr2	27400000.0	27405000.0
chr2	165775000.0	165780000.0
chr2	26860000.0	26865000.0
chr2	61470000.0	61475000.0
chr2	218265000.0	218270000.0
chr2	218265000.0	218270000.0
chr3	136195000.0	136200000.0
chr3	136065000.0	136090000.0
chr3	67895000.0	67900000.0
chr3	67110000.0	67115000.0
chr3	40455000.0	40460000.0
chr3	27480000.0	27485000.0
chr3	27480000.0	27485000.0
chr3	26620000.0	26625000.0
chr3	26620000.0	26625000.0
chr3	26620000.0	26625000.0
chr3	26620000.0	26625000.0
chr3	26620000.0	26625000.0
chr3	26620000.0	26625000.0
chr3	27720000.0	27725000.0
chr3	27720000.0	27725000.0
chr3	27720000.0	27725000.0
chr3	27710000.0	27730000.0
chr3	27710000.0	27730000.0
chr3	27720000.0	27725000.0
chr3	27710000.0	27725000.0
chr3	37855000.0	37865000.0
chr3	37855000.0	37865000.0
chr3	37845000.0	37865000.0
chr3	37845000.0	37865000.0
chr3	37855000.0	37860000.0
chr3	37855000.0	37860000.0
chr3	192915000.0	192920000.0
chr3	113210000.0	113215000.0
chr3	122890000.0	122895000.0
chr3	122790000.0	122795000.0
chr3	122850000.0	122860000.0
chr3	62315000.0	62320000.0
chr3	62365000.0	62380000.0
chr3	37860000.0	37865000.0
chr3	37860000.0	37865000.0
chr3	27710000.0	27715000.0
chr3	62200000.0	62215000.0
chr3	62375000.0	62380000.0
chr3	62370000.0	62380000.0
chr3	62370000.0	62380000.0
chr3	36945000.0	36950000.0
chr3	40220000.0	40235000.0
chr3	40185000.0	40205000.0
chr3	36935000.0	36940000.0
chr3	153160000.0	153165000.0
chr3	73625000.0	73630000.0
chr3	112330000.0	112335000.0
chr3	112300000.0	112310000.0
chr3	112335000.0	112340000.0
chr3	62370000.0	62375000.0
chr3	73615000.0	73620000.0
chr3	62340000.0	62345000.0
chr3	37450000.0	37455000.0
chr4	99560000.0	99565000.0
chr4	56050000.0	56055000.0
chr4	42655000.0	42660000.0
chr4	112285000.0	112290000.0
chr4	112285000.0	112290000.0
chr4	112285000.0	112290000.0
chr4	112310000.0	112360000.0
chr4	112310000.0	112360000.0
chr4	112310000.0	112360000.0
chr4	112310000.0	112360000.0
chr4	112375000.0	112380000.0
chr4	112375000.0	112380000.0
chr4	112310000.0	112360000.0
chr4	112310000.0	112360000.0
chr4	143325000.0	143330000.0
chr4	56445000.0	56455000.0
chr4	7860000.0	7865000.0
chr4	7920000.0	7925000.0
chr4	65665000.0	65675000.0
chr4	40975000.0	40980000.0
chr4	6035000.0	6040000.0
chr4	98655000.0	98665000.0
chr4	98655000.0	98665000.0
chr4	98655000.0	98660000.0
chr4	112280000.0	112285000.0
chr4	112280000.0	112285000.0
chr4	6560000.0	6565000.0
chr4	39525000.0	39530000.0
chr4	39455000.0	39475000.0
chr4	39685000.0	39695000.0
chr4	39685000.0	39695000.0
chr4	39695000.0	39700000.0
chr4	39695000.0	39700000.0
chr4	98615000.0	98635000.0
chr4	98460000.0	98475000.0
chr4	98500000.0	98520000.0
chr4	98565000.0	98590000.0
chr4	7935000.0	7940000.0
chr4	56465000.0	56470000.0
chr4	112320000.0	112360000.0
chr4	112320000.0	112360000.0
chr4	112320000.0	112360000.0
chr4	112320000.0	112360000.0
chr4	112335000.0	112360000.0
chr4	112335000.0	112360000.0
chr4	40055000.0	40060000.0
chr4	40055000.0	40060000.0
chr4	64780000.0	64785000.0
chr4	8860000.0	8865000.0
chr4	5700000.0	5705000.0
chr4	5710000.0	5715000.0
chr4	6575000.0	6580000.0
chr4	8870000.0	8875000.0
chr4	112635000.0	112640000.0
chr5	72320000.0	72325000.0
chr5	72460000.0	72520000.0
chr5	72100000.0	72110000.0
chr5	72595000.0	72615000.0
chr5	72550000.0	72560000.0
chr5	72100000.0	72110000.0
chr5	72320000.0	72325000.0
chr5	72320000.0	72325000.0
chr5	178860000.0	178865000.0
chr5	178860000.0	178865000.0
chr5	178940000.0	178945000.0
chr5	178940000.0	178945000.0
chr5	57760000.0	57810000.0
chr5	83075000.0	83080000.0
chr5	83075000.0	83090000.0
chr5	82605000.0	82610000.0
chr5	82635000.0	82660000.0
chr5	82845000.0	82860000.0
chr5	81970000.0	81975000.0
chr5	116135000.0	116140000.0
chr5	96750000.0	96755000.0
chr5	122820000.0	122825000.0
chr5	16465000.0	16470000.0
chr5	72315000.0	72320000.0
chr5	178725000.0	178730000.0
chr5	178725000.0	178735000.0
chr5	95960000.0	95965000.0
chr5	34525000.0	34530000.0
chr5	34475000.0	34480000.0
chr5	34485000.0	34530000.0
chr5	34545000.0	34555000.0
chr5	82635000.0	82640000.0
chr5	82810000.0	82830000.0
chr5	138575000.0	138610000.0
chr5	138575000.0	138610000.0
chr5	138575000.0	138580000.0
chr5	138575000.0	138580000.0
chr5	149310000.0	149400000.0
chr5	149310000.0	149400000.0
chr5	149415000.0	149505000.0
chr5	149310000.0	149400000.0
chr5	149415000.0	149505000.0
chr5	138440000.0	138485000.0
chr5	138440000.0	138485000.0
chr5	138465000.0	138470000.0
chr5	149345000.0	149360000.0
chr5	149345000.0	149360000.0
chr5	149345000.0	149350000.0
chr5	72105000.0	72125000.0
chr5	71770000.0	71785000.0
chr5	72105000.0	72110000.0
chr5	72105000.0	72110000.0
chr5	87410000.0	87415000.0
chr5	87410000.0	87435000.0
chr5	87410000.0	87435000.0
chr5	77075000.0	77095000.0
chr5	134410000.0	134420000.0
chr5	138440000.0	138445000.0
chr5	179905000.0	179910000.0
chr5	179160000.0	179170000.0
chr5	149430000.0	149535000.0
chr5	149350000.0	149375000.0
chr5	142325000.0	142330000.0
chr5	142325000.0	142330000.0
chr5	150155000.0	150160000.0
chr5	134370000.0	134375000.0
chr5	71770000.0	71795000.0
chr5	72005000.0	72020000.0
chr5	71770000.0	71795000.0
chr5	71830000.0	71845000.0
chr5	137620000.0	137650000.0
chr5	137620000.0	137650000.0
chr5	71780000.0	71795000.0
chr5	72170000.0	72175000.0
chr5	71780000.0	71795000.0
chr5	71780000.0	71785000.0
chr5	149625000.0	149640000.0
chr5	149830000.0	149840000.0
chr5	149625000.0	149640000.0
chr5	138435000.0	138440000.0
chr5	10305000.0	10310000.0
chr5	57775000.0	57785000.0
chr5	149810000.0	149860000.0
chr5	149630000.0	149640000.0
chr5	179900000.0	179905000.0
chr5	179965000.0	179970000.0
chr5	180290000.0	180295000.0
chr5	34470000.0	34505000.0
chr5	34470000.0	34505000.0
chr5	179675000.0	179680000.0
chr5	160115000.0	160120000.0
chr5	180285000.0	180290000.0
chr5	149825000.0	149845000.0
chr5	149825000.0	149845000.0
chr5	149635000.0	149640000.0
chr5	126350000.0	126355000.0
chr5	126330000.0	126335000.0
chr5	150140000.0	150145000.0
chr5	137645000.0	137655000.0
chr5	137625000.0	137630000.0
chr5	137645000.0	137655000.0
chr5	95280000.0	95285000.0
chr5	126345000.0	126350000.0
chr6	73520000.0	73525000.0
chr6	26305000.0	26330000.0
chr6	96015000.0	96020000.0
chr6	96015000.0	96020000.0
chr6	26290000.0	26345000.0
chr6	26290000.0	26295000.0
chr6	26320000.0	26335000.0
chr6	26320000.0	26335000.0
chr6	154500000.0	154505000.0
chr6	96625000.0	96630000.0
chr6	165985000.0	165990000.0
chr6	26595000.0	26600000.0
chr6	26595000.0	26605000.0
chr6	26235000.0	26315000.0
chr6	26235000.0	26315000.0
chr6	26235000.0	26315000.0
chr6	112995000.0	113000000.0
chr6	113285000.0	113415000.0
chr6	113665000.0	113685000.0
chr6	113160000.0	113185000.0
chr6	113665000.0	113685000.0
chr6	113555000.0	113610000.0
chr6	113705000.0	113715000.0
chr6	90070000.0	90075000.0
chr6	89965000.0	89980000.0
chr6	89940000.0	89950000.0
chr6	157320000.0	157325000.0
chr6	157320000.0	157325000.0
chr6	106620000.0	106635000.0
chr6	106620000.0	106635000.0
chr6	26315000.0	26355000.0
chr6	26315000.0	26335000.0
chr6	17280000.0	17290000.0
chr6	17280000.0	17290000.0
chr6	17280000.0	17285000.0
chr6	26320000.0	26325000.0
chr6	26285000.0	26290000.0
chr6	26020000.0	26055000.0
chr6	26155000.0	26165000.0
chr6	26180000.0	26185000.0
chr6	26020000.0	26055000.0
chr6	26105000.0	26125000.0
chr6	26155000.0	26165000.0
chr6	26020000.0	26055000.0
chr6	26025000.0	26040000.0
chr6	26025000.0	26040000.0
chr6	26025000.0	26040000.0
chr6	26160000.0	26165000.0
chr6	26160000.0	26170000.0
chr6	26030000.0	26035000.0
chr6	26130000.0	26135000.0
chr6	26160000.0	26170000.0
chr6	26310000.0	26315000.0
chr6	26255000.0	26285000.0
chr6	26255000.0	26285000.0
chr6	26255000.0	26285000.0
chr6	26020000.0	26045000.0
chr6	26020000.0	26045000.0
chr6	26020000.0	26045000.0
chr6	26115000.0	26120000.0
chr6	26040000.0	26045000.0
chr6	26020000.0	26025000.0
chr6	26040000.0	26045000.0
chr6	89405000.0	89445000.0
chr6	89355000.0	89380000.0
chr6	26030000.0	26040000.0
chr6	26030000.0	26040000.0
chr6	106625000.0	106630000.0
chr6	156775000.0	156785000.0
chr6	156775000.0	156785000.0
chr6	156685000.0	156700000.0
chr6	156685000.0	156700000.0
chr6	156685000.0	156690000.0
chr6	156775000.0	156780000.0
chr6	156775000.0	156785000.0
chr6	156775000.0	156785000.0
chr6	26050000.0	26055000.0
chr6	26045000.0	26055000.0
chr6	26045000.0	26055000.0
chr6	26090000.0	26095000.0
chr6	26280000.0	26285000.0
chr6	26270000.0	26275000.0
chr6	26400000.0	26405000.0
chr6	26390000.0	26395000.0
chr6	16510000.0	16515000.0
chr6	16565000.0	16575000.0
chr6	16760000.0	16765000.0
chr6	16760000.0	16765000.0
chr6	16760000.0	16765000.0
chr6	16550000.0	16585000.0
chr6	16550000.0	16585000.0
chr6	113670000.0	113675000.0
chr6	89060000.0	89070000.0
chr6	26055000.0	26060000.0
chr6	132810000.0	132815000.0
chr6	17150000.0	17170000.0
chr6	96895000.0	96900000.0
chr6	89410000.0	89415000.0
chr6	99565000.0	99570000.0
chr7	151230000.0	151235000.0
chr7	151085000.0	151090000.0
chr7	151225000.0	151245000.0
chr7	11445000.0	11450000.0
chr7	6360000.0	6365000.0
